URN,RELDENOM,EGENDER,KS2APS,TTAPSCP_PTQ_EE
102856,Does not apply,MIXED,28.1,349.4
102860,Roman Catholic,MIXED,29.5,362.2
137418,Roman Catholic,GIRLS,28.9,365
102857,Does not apply,MIXED,27.3,332.9
102851,Does not apply,MIXED,28.7,344.7
102854,Does not apply,MIXED,28.2,322.2
102852,Does not apply,GIRLS,32.4,431.3
102878,Does not apply,MIXED,7.7,18.4
102879,Does not apply,MIXED,SUPP,SUPP
130899,Does not apply,MIXED,3,NE
,,,27.9,336.2
102929,Church of England,MIXED,28.3,331.6
138825,Does not apply,MIXED,28.8,368.8
136103,Does not apply,MIXED,27,303.3
133443,None,MIXED,NP,233.5
102946,None,BOYS,NP,307.1
102950,None,MIXED,NP,411.2
102932,Church of England,GIRLS,NP,392.5
138651,Does not apply,MIXED,28.6,352
137018,None,MIXED,NP,337.2
136208,Does not apply,MIXED,27.5,316.4
102947,None,MIXED,NP,357
102936,Unknown,GIRLS,NP,382.1
102942,Church of England,BOYS,NP,383.8
139121,Roman Catholic,MIXED,,
138460,Does not apply,MIXED,29.1,347.3
141963,None,MIXED,,
136104,Does not apply,MIXED,27.1,279.6
138461,Does not apply,MIXED,29.4,381.8
102952,Does not apply,MIXED,16.1,60
102954,Does not apply,MIXED,SUPP,SUPP
,,,28.2,335.5
136799,Does not apply,BOYS,27,307.5
136797,Does not apply,GIRLS,27.3,320.4
136785,None,MIXED,27.7,324.6
134887,Unknown,MIXED,NP,353.3
136914,None,MIXED,28.2,349.5
136800,Does not apply,MIXED,28.2,332.1
103009,Roman Catholic,BOYS,28.6,347.5
136795,None,GIRLS,32.3,439.3
136756,Does not apply,MIXED,28.4,325.4
103013,Roman Catholic,GIRLS,29.3,377.8
103003,Does not apply,MIXED,26.8,315.7
136787,None,BOYS,33.3,437
103022,None,GIRLS,NP,328.6
136798,None,BOYS,32.8,440.7
136789,None,GIRLS,32.8,436.9
136621,Church of England,BOYS,33.2,444
139722,Does not apply,MIXED,11.9,30.9
135801,None,MIXED,NP,36.5
133742,Does not apply,MIXED,NP,54
103025,Does not apply,MIXED,SUPP,NE
137507,Does not apply,MIXED,20.8,37.4
,,,29,358.5
103080,None,MIXED,27,315.2
138691,None,MIXED,27.7,338.8
139293,Does not apply,GIRLS,27.3,348.5
140957,Muslim,GIRLS,,
103110,Church of England,MIXED,NP,292.8
103094,Does not apply,MIXED,26.4,309.2
103096,Does not apply,MIXED,25.3,316.7
103097,Does not apply,MIXED,27.1,321
137558,None,MIXED,28,329.7
103106,Roman Catholic,MIXED,27.5,327
103105,Does not apply,MIXED,26.4,330.9
133287,Does not apply,MIXED,25.2,305.1
132848,Muslim,BOYS,NP,371.5
103101,Does not apply,MIXED,27,307.4
103098,Does not apply,BOYS,27.4,345.5
103112,None,MIXED,NP,326.8
138859,Does not apply,MIXED,25.6,304.1
132727,Christian,MIXED,26.6,321.6
103103,Does not apply,GIRLS,28.1,358.4
103100,Does not apply,MIXED,26.3,320.3
131697,Does not apply,MIXED,22.9,41.1
138692,Does not apply,MIXED,SUPP,SUPP
138454,None,MIXED,10.9,NE
140197,Does not apply,MIXED,14.4,120.6
140795,Does not apply,MIXED,7.5,NE
,,,26.6,317.7
103599,None,MIXED,NP,183.5
103595,None,GIRLS,NP,307.5
134034,None,GIRLS,NP,379.5
103592,None,GIRLS,NP,392
136063,None,BOYS,NP,390.9
133306,Muslim,MIXED,27.8,348.4
136037,None,GIRLS,NP,SUPP
103541,Roman Catholic,MIXED,28.1,329.5
135406,None,MIXED,NP,2.9
140014,Does not apply,MIXED,25.8,287.9
137578,None,MIXED,25.6,293.3
135970,Church of England,MIXED,24.6,314.2
138136,Does not apply,MIXED,28.8,355.6
136882,None,MIXED,25.8,324.5
138222,Does not apply,MIXED,26.9,282.4
140382,None,MIXED,NP,206.1
103529,Does not apply,MIXED,27.1,264.8
136589,None,MIXED,26.6,303.8
139738,None,MIXED,26.2,267.6
103591,None,GIRLS,NP,310.1
136944,Does not apply,MIXED,29.3,333
103560,Roman Catholic,MIXED,28.4,349.6
137988,None,BOYS,32.5,416.8
140524,Roman Catholic,MIXED,30.1,366.2
103493,Does not apply,GIRLS,26.4,324.1
103515,Does not apply,MIXED,27.9,310.5
141318,Does not apply,MIXED,,
139841,Does not apply,MIXED,26.1,307
103539,Roman Catholic,MIXED,25.9,293.3
137819,None,MIXED,NP,SUPP
103513,Does not apply,MIXED,26.3,281.2
103563,None,MIXED,26.6,299.4
103494,None,MIXED,26.2,291.9
103586,None,BOYS,NP,266.7
141969,Muslim,BOYS,,
103567,None,GIRLS,NP,400.4
134908,None,MIXED,NP,323.1
136908,None,MIXED,28.4,325.1
135561,None,MIXED,NP,68.7
139047,None,MIXED,26.4,288.9
135422,None,MIXED,NP,14.7
138695,None,MIXED,25,280
103550,None,MIXED,27.2,288.5
135688,None,MIXED,NP,144.5
139048,Does not apply,MIXED,26.1,267.1
137858,None,MIXED,28,326.6
139746,None,MIXED,26.6,313.2
103549,None,BOYS,31.7,399.5
138937,Does not apply,GIRLS,26.8,315.1
136213,Does not apply,MIXED,24.2,270.9
136123,Unknown,GIRLS,NP,297.4
135907,Does not apply,MIXED,26.2,322.5
103576,None,MIXED,NP,390.5
137346,Does not apply,GIRLS,25.6,302.4
103503,Does not apply,MIXED,27.4,298.3
103483,Does not apply,GIRLS,27.8,331.2
103509,Does not apply,MIXED,26.6,325.4
103538,Roman Catholic,MIXED,25.7,299.5
137034,None,MIXED,26,307.3
103518,Does not apply,MIXED,25.5,211.8
134571,None,MIXED,NP,339.9
103522,Does not apply,MIXED,27.8,309.3
137043,Christian,BOYS,32.6,397.1
137045,Christian,BOYS,33.3,399.2
137044,Christian,GIRLS,33.1,442.6
137046,Christian,MIXED,33.1,427.5
137047,Christian,GIRLS,32.9,437.7
103585,Christian,GIRLS,NP,230.2
136152,Does not apply,MIXED,26.9,309.1
103584,Christian,BOYS,NP,256.1
141943,Christian,MIXED,,
103486,Does not apply,BOYS,27.3,304.2
103562,None,BOYS,28.1,319.7
136590,None,GIRLS,29.3,350.7
103526,Does not apply,MIXED,25.7,273.9
139157,Does not apply,BOYS,25.4,250.5
136592,None,GIRLS,27,325.6
103587,None,MIXED,NP,SUPP
103519,Does not apply,MIXED,26.8,317.9
136406,None,MIXED,27.9,322.2
138586,Sikh,MIXED,,
136032,Does not apply,MIXED,26,288.6
138200,None,MIXED,,
139797,None,MIXED,,
141003,None,MIXED,,
138141,Does not apply,MIXED,27.7,319
141752,None,MIXED,,
137053,Does not apply,MIXED,29.2,341
103566,Roman Catholic,MIXED,NP,372.8
103497,Does not apply,MIXED,27.6,340.8
137560,None,MIXED,NP,53.6
138059,Does not apply,MIXED,25.6,306.3
103537,Roman Catholic,MIXED,27.1,295.6
103564,Christian,MIXED,NP,334.8
103534,Roman Catholic,MIXED,25.1,269.8
103531,Roman Catholic,GIRLS,29.1,355.7
103533,Roman Catholic,MIXED,28.4,323.3
141668,Does not apply,MIXED,,
103480,Does not apply,MIXED,25.3,306.4
103498,Does not apply,GIRLS,27.3,346.4
135911,Does not apply,MIXED,26.7,281.3
103548,None,MIXED,27.5,299.4
103258,Does not apply,MIXED,,
138137,Does not apply,MIXED,25.5,285.3
136778,Does not apply,GIRLS,32.4,424.4
103514,Does not apply,GIRLS,27.7,332.1
103500,Does not apply,BOYS,26.5,305.7
103499,Does not apply,GIRLS,27.2,308.6
140863,None,MIXED,,
139888,Does not apply,MIXED,26.3,307.2
103481,Does not apply,MIXED,26.9,308.3
139788,None,MIXED,24.2,150.5
103501,Does not apply,BOYS,27.3,338.5
131164,None,GIRLS,NP,302.3
139994,Does not apply,MIXED,26.3,325.6
103606,Does not apply,MIXED,12.7,11
136513,None,MIXED,NP,104.7
103611,Does not apply,MIXED,SUPP,122.5
141252,Does not apply,MIXED,3.5,NE
103625,Does not apply,MIXED,4.3,NE
103610,Does not apply,MIXED,8.4,1
103609,Does not apply,BOYS,15.6,NE
103632,Does not apply,MIXED,20.8,37
103619,Does not apply,MIXED,3.8,NE
103628,Does not apply,MIXED,14,NE
135898,None,MIXED,NP,11.8
103614,Does not apply,MIXED,SUPP,SUPP
103616,Does not apply,MIXED,11.7,46.5
139706,None,MIXED,NP,SUPP
135208,None,MIXED,NP,26.8
103613,Does not apply,MIXED,14.7,77.4
138971,None,MIXED,NP,1.5
134982,None,MIXED,NP,16.5
103605,Does not apply,MIXED,7.1,NE
132743,None,MIXED,NP,43.2
103601,Does not apply,MIXED,7.9,NE
138281,Does not apply,MIXED,11.4,73.1
,,,27.1,311.1
103751,Christian,MIXED,NP,305.1
103727,None,MIXED,24.3,268.1
103742,Roman Catholic,MIXED,27.6,337
137272,Church of England,MIXED,28.4,343.8
139292,Does not apply,MIXED,27.9,327.3
103743,Roman Catholic,MIXED,27.1,316.1
103744,Roman Catholic,MIXED,27,300.4
141992,Roman Catholic,MIXED,,
138023,Does not apply,MIXED,27.8,320.2
103753,Unknown,MIXED,NP,358.6
140958,Muslim,GIRLS,,
140366,Does not apply,MIXED,26.4,281.4
141939,None,MIXED,,
136963,Does not apply,MIXED,28.6,353.6
134464,Christian,MIXED,NP,379.6
103732,None,MIXED,25.5,293.1
135335,Does not apply,MIXED,27.6,298.9
103750,Christian,MIXED,NP,307.6
103733,None,MIXED,24.7,267.7
103747,None,MIXED,NP,360.4
140248,Does not apply,MIXED,25.6,307
141104,Sikh,MIXED,,
136126,Does not apply,MIXED,25,306.2
103728,None,MIXED,26.9,303.1
137209,Does not apply,GIRLS,27.8,305.9
137225,None,MIXED,26.2,292.4
136840,None,MIXED,26.5,315.1
140961,None,MIXED,,
137165,Does not apply,BOYS,27.1,276.8
103756,Does not apply,MIXED,12.3,23
103765,Does not apply,MIXED,3,NE
134533,Does not apply,MIXED,19.9,89.7
141376,Does not apply,MIXED,,
103760,Does not apply,MIXED,7.3,NE
131574,Does not apply,MIXED,17.6,74.2
,,,26.6,303.1
140126,Roman Catholic,MIXED,28.8,343.5
137571,None,MIXED,NP,10.9
103867,None,MIXED,26,287.8
103857,Does not apply,MIXED,27.2,264.6
103856,Does not apply,MIXED,25.9,286.3
141325,Does not apply,MIXED,,
103855,Does not apply,MIXED,28.3,316.5
137812,None,MIXED,28.6,322.8
103871,None,MIXED,27.7,316.9
103876,None,MIXED,NP,144.6
137705,None,MIXED,27.1,298.2
103863,Does not apply,MIXED,26.2,290.1
137390,None,MIXED,26.9,298.7
137773,None,MIXED,28,313.3
103861,None,MIXED,27.5,297
134458,None,MIXED,NP,2.8
103870,Church of England,BOYS,30.1,366.4
103859,None,MIXED,27.2,300.8
139872,None,MIXED,28.3,334.8
103866,None,MIXED,27.8,309.4
103854,Does not apply,MIXED,28.8,336.7
103853,None,MIXED,27,296.5
136618,None,MIXED,29.5,337.4
103858,Does not apply,MIXED,27.3,282.3
103878,Does not apply,MIXED,6.8,35.8
103881,Does not apply,MIXED,SUPP,SUPP
103880,Does not apply,MIXED,SUPP,SUPP
103883,Does not apply,MIXED,SUPP,SUPP
103882,Does not apply,BOYS,22.4,151.5
103877,Does not apply,MIXED,12.4,86.9
,,,27.4,305.5
139328,None,MIXED,25.8,285.4
139043,None,MIXED,26.2,297.6
135234,Does not apply,MIXED,27.1,323.7
141813,None,MIXED,,
104018,None,MIXED,25,271.1
137701,Does not apply,MIXED,26.8,282.4
137673,None,MIXED,26.1,293.3
135979,Does not apply,MIXED,27.3,303.2
104012,Does not apply,MIXED,27.3,308.3
136091,None,MIXED,25,259.3
135449,Christian,MIXED,27.7,305.4
135599,Does not apply,MIXED,27,294
104019,Church of England,MIXED,27,307.1
134993,Does not apply,MIXED,28,328.7
135170,Does not apply,MIXED,24.9,294.5
104020,Roman Catholic,MIXED,27.7,306.9
139918,Does not apply,MIXED,25.5,236.9
136616,None,MIXED,27.4,318.6
135518,None,MIXED,NP,29.7
132231,Does not apply,MIXED,3,NE
104024,Does not apply,MIXED,17.4,16.7
132233,Does not apply,MIXED,12,5.4
,,,26.3,290.2
136994,Does not apply,MIXED,28,348.7
136333,Does not apply,MIXED,29.6,365.7
135684,Does not apply,MIXED,28.2,290
129342,Does not apply,MIXED,26.9,283.5
136909,Does not apply,MIXED,29.2,342.6
136347,Roman Catholic,MIXED,27.2,304.3
137007,Does not apply,MIXED,28,328.6
137231,Does not apply,MIXED,28.2,351.8
137008,Does not apply,MIXED,28.2,330.8
104114,None,MIXED,27.2,301.1
142075,None,MIXED,,
135971,Does not apply,MIXED,27.6,297.3
104123,None,GIRLS,NP,381.5
104119,Roman Catholic,MIXED,29.9,360.1
104118,Does not apply,MIXED,27,276
104124,Church of England,MIXED,NP,346.6
136310,Does not apply,MIXED,29.8,379.2
104132,Does not apply,MIXED,12.6,NE
104130,Does not apply,MIXED,11,61.5
104133,Does not apply,MIXED,SUPP,SUPP
141171,Does not apply,MIXED,,
130960,Does not apply,MIXED,22,61.3
104131,Does not apply,MIXED,4,NE
,,,28,322
135483,None,BOYS,NP,299.8
132750,None,GIRLS,NP,353.8
137974,None,MIXED,27.7,309.5
136885,None,MIXED,27.8,335.5
136933,Does not apply,MIXED,25.8,198.7
137274,None,MIXED,25.6,206.3
138606,Church of England,MIXED,24.6,269.7
104248,None,MIXED,27.1,302.2
130323,Unknown,MIXED,NP,365.6
135956,Does not apply,MIXED,26.1,253.1
104266,Christian,MIXED,NP,357.2
137830,Does not apply,MIXED,26.5,292.6
135769,None,MIXED,26.6,277.8
104267,None,GIRLS,NP,335.9
104251,None,MIXED,27.7,314.8
136773,None,BOYS,32.8,435.9
136777,None,GIRLS,32.6,410.5
104255,Roman Catholic,MIXED,28.9,336.6
104259,Roman Catholic,MIXED,27.3,305.6
134414,Christian,MIXED,NP,SUPP
136620,None,MIXED,27.9,310.2
137707,None,MIXED,28.4,327.4
133697,Does not apply,MIXED,28.9,342.8
139789,None,MIXED,25.8,194.2
138374,None,MIXED,25,267.6
137706,None,MIXED,26.7,255.5
104269,Does not apply,MIXED,8.4,7.9
135461,Does not apply,MIXED,23.6,29.8
104271,Does not apply,MIXED,13.4,27.6
104272,Does not apply,MIXED,3,NE
,,,27.3,299.1
139138,None,MIXED,25.5,306.1
142080,None,MIXED,,
104395,Does not apply,MIXED,25.9,287.9
104390,Does not apply,MIXED,28.6,301.8
137730,Does not apply,MIXED,27.4,328.8
104386,Does not apply,MIXED,27.4,329.2
131547,Church of England,MIXED,27.1,277.8
104397,Does not apply,MIXED,25.7,269.7
138098,None,MIXED,26.1,278.2
136182,Does not apply,MIXED,26.9,235.1
104401,Roman Catholic,MIXED,26.8,286.3
104405,Church of England,MIXED,NP,286.6
139891,Roman Catholic,MIXED,26.8,318.9
104387,Does not apply,MIXED,24.6,251.1
138852,Church of England,MIXED,29.1,338.4
140586,Does not apply,MIXED,27.6,305.4
135983,Does not apply,MIXED,25,252.9
104407,Christian,MIXED,NP,350.6
104392,Does not apply,MIXED,26.8,263.2
141245,Does not apply,MIXED,,
140160,Does not apply,MIXED,,
140798,None,GIRLS,32.9,432
104411,None,MIXED,NP,405.9
104415,Does not apply,MIXED,3,NE
134261,Does not apply,MIXED,17.5,47.9
104412,Does not apply,MIXED,8.3,1.8
104417,Does not apply,MIXED,11.7,35.4
104414,Does not apply,MIXED,SUPP,SUPP
104413,Does not apply,MIXED,8.9,10.6
,,,26.6,289.3
135479,Roman Catholic,MIXED,26.5,240.8
139614,Does not apply,MIXED,26.5,265.1
140001,Does not apply,MIXED,26.3,233.1
135477,Does not apply,MIXED,27.5,251.2
140412,Does not apply,MIXED,27.3,275
135481,Roman Catholic,MIXED,27.7,295.5
104498,Does not apply,MIXED,16.4,9.7
104495,Does not apply,MIXED,SUPP,NE
141033,Does not apply,MIXED,19.1,26
,,,26.6,249.5
101857,Church of England/Christian,MIXED,24.8,243.2
104693,Does not apply,MIXED,27.5,298.9
104717,Roman Catholic,MIXED,27,292
104705,Church of England,GIRLS,28.9,328.5
138878,None,MIXED,NP,62.6
132119,None,MIXED,NP,SUPP
138183,Roman Catholic,GIRLS,27.4,314.4
135174,Does not apply,GIRLS,30.3,373.8
137916,None,MIXED,33.1,441
104696,None,MIXED,27,267.8
104713,Roman Catholic,GIRLS,28.9,336.2
104698,Does not apply,MIXED,27.8,288.9
104714,Roman Catholic,BOYS,27.8,297.9
138787,None,MIXED,26.9,262.2
104730,Christian,MIXED,NP,347.3
136409,Roman Catholic,BOYS,26.1,243.1
136119,Roman Catholic/Church of England,MIXED,25,243.9
104692,Does not apply,MIXED,27.5,304.2
140042,None,MIXED,NP,NE
104700,Does not apply,MIXED,26.8,257.6
104688,Does not apply,GIRLS,27.3,274.7
104703,Jewish,MIXED,29.2,350.3
137675,None,MIXED,25.3,219.1
139686,Church of England,MIXED,30.7,365.1
139588,Does not apply,MIXED,28.3,278.9
131065,Does not apply,MIXED,26.2,250.3
104706,Roman Catholic,MIXED,27,296.7
136735,Roman Catholic,MIXED,29.3,342.7
138463,Roman Catholic,BOYS,28.5,306.1
104721,Church of England,MIXED,29.4,326.1
104715,Roman Catholic,GIRLS,26.6,292.1
104712,Roman Catholic,GIRLS,27.3,314.5
138850,Church of England,BOYS,29.5,339
139589,None,MIXED,28.5,287.1
138696,Does not apply,BOYS,27.6,299
104736,Does not apply,MIXED,15.3,53.2
134658,Does not apply,MIXED,16.6,13.3
133441,Does not apply,MIXED,13.4,54.1
104742,Does not apply,BOYS,16.7,34.1
104748,Does not apply,MIXED,8,NE
104749,Does not apply,MIXED,3,NE
104735,Does not apply,MIXED,NP,SUPP
104734,Roman Catholic,MIXED,NP,SUPP
130961,Does not apply,MIXED,13.2,9.9
104739,Does not apply,BOYS,19.4,95
,,,27.4,294
104829,Does not apply,MIXED,27.7,277.9
104834,Roman Catholic,MIXED,28.8,334.8
104827,Does not apply,MIXED,26.6,269.4
136421,Church of England/Roman Catholic,MIXED,27.6,291
104826,Does not apply,MIXED,29.4,349.2
104830,None,MIXED,29,349.4
104833,Roman Catholic,MIXED,27.6,319.9
104835,Roman Catholic,MIXED,27.7,297.4
136141,Does not apply,MIXED,26.9,284.7
104837,None,MIXED,NP,380.3
134865,Does not apply,MIXED,11.5,10.6
131022,Does not apply,MIXED,11.2,NE
104839,None,BOYS,NP,62.4
104843,Does not apply,MIXED,21.5,40
134888,Does not apply,MIXED,NP,SUPP
,,,27.8,305
137297,Does not apply,BOYS,28.4,343.3
137514,Does not apply,MIXED,27.8,310.6
104964,Roman Catholic,MIXED,28.8,319.8
137533,Does not apply,MIXED,29.4,345.3
137436,Does not apply,MIXED,28.9,339
137604,Does not apply,GIRLS,29.2,356.4
138260,None,MIXED,26.6,277.2
104946,None,MIXED,27.1,299.1
141693,None,MIXED,,
104962,Roman Catholic,MIXED,27.5,312.2
141694,Does not apply,MIXED,,
104951,Does not apply,MIXED,26.9,275.1
137520,Does not apply,MIXED,29,316.1
104960,Roman Catholic,MIXED,28.7,333.6
104956,Does not apply,MIXED,27.6,335.6
104973,None,BOYS,NP,269.3
104974,None,GIRLS,NP,409.3
137612,Does not apply,MIXED,29.8,349.4
104961,Roman Catholic,MIXED,28.7,320.3
104963,Roman Catholic,MIXED,27.5,298
104972,Roman Catholic,MIXED,NP,391.9
141338,Church of England,MIXED,,
134710,Church of England,MIXED,27.1,308.4
104959,Roman Catholic,MIXED,27.7,293.4
104944,Does not apply,MIXED,28.2,308.3
104966,None,MIXED,NP,SUPP
104975,None,MIXED,NP,30.1
104980,Does not apply,MIXED,13.9,37
104979,Does not apply,MIXED,3,NE
104982,Does not apply,MIXED,21.8,66
136088,None,MIXED,NP,41.3
133748,Does not apply,MIXED,NP,NE
104977,Does not apply,MIXED,19.7,47.6
104983,Does not apply,MIXED,4.3,NE
,,,28,314.9
105106,None,MIXED,25.7,235.4
135877,Does not apply,GIRLS,28.8,363.9
136411,Does not apply,MIXED,25.4,236.8
105123,Unknown,MIXED,NP,265.5
139144,None,BOYS,31.9,402.7
138355,None,MIXED,26.1,293.6
105121,Christian,MIXED,NP,305.8
141131,Does not apply,MIXED,,
105103,Does not apply,BOYS,28,325.6
136895,Does not apply,MIXED,25.9,294.1
105101,Does not apply,MIXED,27.3,322.8
105100,Does not apply,BOYS,27.7,310.1
137130,Does not apply,GIRLS,27,332.1
105097,None,MIXED,25.6,273.1
136780,Roman Catholic,BOYS,30.9,380.1
139031,Roman Catholic,MIXED,26.3,328.8
105110,Roman Catholic,MIXED,26.7,277.8
105107,None,MIXED,26.8,301.8
137929,Roman Catholic,GIRLS,30.9,403.5
105108,Does not apply,MIXED,26.7,260.9
137815,Does not apply,GIRLS,27.7,349.3
137243,None,GIRLS,31.9,404.1
137476,None,BOYS,31.6,402.1
137171,Does not apply,GIRLS,31.9,417
138853,None,MIXED,26.7,322.3
105129,Does not apply,MIXED,15,107.7
105131,Does not apply,MIXED,4.1,NE
105130,Does not apply,BOYS,20.9,39.8
105133,Does not apply,MIXED,4.9,6.8
127715,Does not apply,MIXED,20.5,81.4
105137,Does not apply,MIXED,NP,134
,,,27.7,324.3
130285,None,BOYS,NP,250.1
138498,None,GIRLS,NP,144.3
135096,Muslim,GIRLS,27.9,358
135981,Church of England,MIXED,25.6,249.7
105271,None,BOYS,NP,187.5
105272,None,GIRLS,NP,423
141941,None,MIXED,,
105267,Church of England,MIXED,29.6,348.7
140959,Muslim,BOYS,,
135770,None,MIXED,26.9,278.1
105257,Does not apply,MIXED,26.4,266.3
136135,Does not apply,MIXED,27.3,289.7
134646,Does not apply,MIXED,26.6,285.9
105256,Does not apply,MIXED,27.1,322.2
105269,None,MIXED,NP,95.6
133285,Unknown,GIRLS,NP,318.9
105263,Roman Catholic,MIXED,27,326.2
105261,Church of England,MIXED,28,312.2
105266,Church of England,MIXED,29,344.8
105262,Roman Catholic,MIXED,29.6,360
105259,Does not apply,MIXED,27.6,325
140500,Does not apply,MIXED,26.8,290.7
105264,Roman Catholic,MIXED,28.3,345.4
105253,Does not apply,MIXED,28.7,333.7
105252,Does not apply,MIXED,28.3,317.8
105280,Does not apply,MIXED,NP,SUPP
105278,Does not apply,MIXED,3,NE
131692,Does not apply,MIXED,19.2,67.8
105277,Does not apply,MIXED,11.6,31
,,,27.6,311.8
105364,Does not apply,MIXED,26.8,271.8
105365,Church of England,MIXED,29.1,340.2
105373,None,BOYS,NP,300.6
105374,None,MIXED,NP,404.4
105363,Does not apply,MIXED,26.8,313
105372,Unknown,BOYS,NP,304.5
105355,Does not apply,MIXED,26.5,323.5
105354,Does not apply,MIXED,27.1,339.5
134195,Jewish,BOYS,27.7,323.2
105358,Does not apply,MIXED,28,337.9
105360,Does not apply,MIXED,26.9,317.4
105362,Does not apply,MIXED,26.6,313.7
105367,Roman Catholic,MIXED,28.6,331.7
105366,Roman Catholic,MIXED,28.9,345
105357,Does not apply,MIXED,27.6,306.5
105361,Does not apply,MIXED,29.3,343.9
105378,Does not apply,MIXED,10.5,35.5
,,,27.6,323.2
105601,None,MIXED,NP,221.1
105560,Does not apply,MIXED,25.5,306.7
105581,Roman Catholic,MIXED,28.2,322.4
140703,Does not apply,BOYS,25.6,290.5
138097,None,MIXED,23.5,241.3
105588,None,MIXED,NP,342.6
139148,Does not apply,MIXED,27.5,327.4
136174,Does not apply,MIXED,25.7,281.6
141884,Does not apply,MIXED,,
136089,Does not apply,MIXED,27.2,273.1
131015,None,BOYS,NP,212.7
131979,Unknown,BOYS,NP,368.9
137309,Jewish,MIXED,30.8,381.8
141196,Does not apply,GIRLS,25.9,305.2
105574,Roman Catholic,MIXED,26.7,299.4
134224,Christian,MIXED,24.8,251.8
136105,Does not apply,MIXED,27.1,260.7
135905,Does not apply,MIXED,26,232.6
141107,None,MIXED,,
135874,Does not apply,MIXED,24.6,278.4
105591,None,BOYS,NP,222.2
135875,Does not apply,MIXED,26.3,262.1
105592,None,GIRLS,NP,362.8
130318,Unknown,GIRLS,NP,385.7
141392,None,MIXED,,
105571,None,MIXED,25.9,250
105576,Roman Catholic,MIXED,26.2,274.5
105556,Does not apply,MIXED,27.5,333.6
105594,Roman Catholic,MIXED,NP,279
105577,Roman Catholic,MIXED,28.2,290.4
139456,Roman Catholic,MIXED,27,281
131880,None,MIXED,26.4,317.2
137801,Church of England,MIXED,27.7,335.7
141264,Does not apply,GIRLS,26.6,323.2
135296,Christian,MIXED,28.6,336
105595,None,GIRLS,NP,385.9
105564,None,MIXED,26.6,298.7
